Citance Number,Reference Article,Citing Article,Citation Marker Offset,Citation Marker,Citation Offset,Citation Text,Citation Text Clean,Reference Offset,Reference Text,Discourse Facet
1,A97-1014,E99-1016,0,"Skut et al, 1997",0,"This type of model is used to facilitate the syntactic annotation of the NEGRA corpus of German newspaper texts (Skut et al, 1997)","This type of model is used to facilitate the syntactic annotation of the NEGRA corpus of German newspaper texts (Skut et al, 1997)","'30','70','81','163'","<S sid=""30"" ssid=""20"">Thus the context-free constituent backbone plays a pivotal role in the annotation scheme.</S><S sid=""70"" ssid=""15"">Their further classification must reflect different kinds of linguistic information: morphology (e.g., case, inflection), category, dependency type (complementation vs. modification), thematic role, etc.'</S><S sid=""81"" ssid=""26"">During the second annotation stage, the annotation is enriched with information about thematic roles, quantifier scope and anaphoric reference.</S><S sid=""163"" ssid=""5"">In general, the resulting interpreted data also are closer to semantic annotation and more neutral with respect to particular syntactic theories.</S>",'Method_Citation'
2,A97-1014,E99-1016,0,"Skut et al, 1997",0,"For our experiments, we use the NEGRA corpus (Skut et al, 1997)","For our experiments, we use the NEGRA corpus (Skut et al, 1997)",'165',"<S sid=""165"" ssid=""7"">In addition the approach provides empirical material for psycholinguistic investigation, since preferences for the choice of certain syntactic constructions, linea.rizations, and attachments that have been observed in online experiments of language production and comprehension can now be put in relation with the frequency of these alternatives in larger amounts of texts.</S>",'Method_Citation'
3,A97-1014,E12-1047,0,"Skut et al, 1997",0,"As data we use version 2 of the Negra (Skut et al1997) tree bank, with the common training ,devel 1 10 100 1000 10000 100000 3 4 5 6 7 8 9 Frequenc y Parsing complexity head-driven optimal head-driven Figure 6: The distribution of parsing complexity among productions in Markovized, head-driven grammars read off from NEGRA-25","As data we use version 2 of the Negra (Skut et al1997) tree bank, with the common training",'140',"<S sid=""140"" ssid=""21"">For the implementation, we used Tcl/Tk Version 4.1.</S>",'Method_Citation'
5,A97-1014,I05-6010,0,1997,0,According to Skut et al (1997) tree banks have to meet the following requirements: 1,According to Skut et al (1997) tree banks have to meet the following requirements: 1,"'7','8','15','31'","<S sid=""7"" ssid=""4"">On the basis of these considerations, we formulate several additional requirements.</S><S sid=""8"" ssid=""5"">A formalism complying with these requirements is described in section 3.</S><S sid=""15"" ssid=""5"">Existing treebank annotation schemes exhibit a fairly uniform architecture, as they all have to meet the same basic requirements, namely: Descriptivity: Grammatical phenomena are to be described rather than explained.</S><S sid=""31"" ssid=""21"">Due to the substantial differences between existing models of constituent structure, the question arises of how the theory independencf requirement, can be satisfied.</S>",'Method_Citation'
7,A97-1014,C10-1061,0,"Skut et al, 1997",0,"In contrast, some other tree banks, such as the German NeGra and TIGER tree banks allow annotation with crossing branches (Skut et al, 1997) .Non-local dependencies can then be expressed directly by grouping all dependent elements under a single node","In contrast, some other tree banks, such as the German NeGra and TIGER tree banks allow annotation with crossing branches (Skut et al, 1997). Non-local dependencies can then be expressed directly by grouping all dependent elements under a single node","'47','56','111','159'","<S sid=""47"" ssid=""37"">Argument structure can be represented in terms of unordered trees (with crossing branches).</S><S sid=""56"" ssid=""1"">We distinguish the following levels of representation: 'A context-free constituent backbone can still be recovered from the surface string and argument structure by reattaching 'extracted' structures to a higher node.</S><S sid=""111"" ssid=""24"">If the scope of such a word does not directly correspond to a tree node, the word is attached to the lowest node dominating all subconstituents appearing in its scope.</S><S sid=""159"" ssid=""1"">As the annotation scheme described in this paper focusses on annotating argument structure rather than constituent trees, it differs from existing treebanks in several aspects.</S>",'Method_Citation'
8,A97-1014,C10-1061,0,"Skut et al, 1997",0,"Our data source is the German NeGra tree bank (Skut et al, 1997)","Our data source is the German NeGra tree bank (Skut et al, 1997)","'11','13','20','54'","<S sid=""11"" ssid=""1"">Combining raw language data with linguistic information offers a promising basis for the development of new efficient and robust NLP methods.</S><S sid=""13"" ssid=""3"">The data-drivenness of this approach presents a clear advantage over the traditional, idealised notion of competence grammar.</S><S sid=""20"" ssid=""10"">Data-drivenness: The scheme must provide representational means for all phenomena occurring in texts.</S><S sid=""54"" ssid=""44"">Such a word order independent representation has the advantage of all structural information being encoded in a single data structure.</S>",'Method_Citation'
9,A97-1014,P05-1039,0,"Skut et al, 1997",0,"The parsing models we present are trained and tested on the NEGRA corpus (Skut et al, 1997), a hand parsed corpus of German newspaper text containing approximately 20,000 sentences","The parsing models we present are trained and tested on the NEGRA corpus (Skut et al, 1997), a hand parsed corpus of German newspaper text containing approximately 20,000 sentences","'151','167'","<S sid=""151"" ssid=""32"">For evaluation, the already annotated sentences were divided into two disjoint sets, one for training (90% of the corpus), the other one for testing (10%).</S><S sid=""167"" ssid=""9"">In the second phase of the project Verbmobil a. treebank for :30,000 German spoken sentences as well as for the same amount of English and Japanese sentences will be created.</S>",'Method_Citation'
10,A97-1014,P03-1013,0,"Skut et al, 1997",0,"The present paper addresses this question by proposing a probabilistic parsing model trained on Negra (Skut et al, 1997), a syntactically annotated corpus for German","The present paper addresses this question by proposing a probabilistic parsing model trained on Negra (Skut et al, 1997), a syntactically annotated corpus for German","'4','31','159','173'","<S sid=""4"" ssid=""1"">The work reported in this paper aims at providing syntactically annotated corpora (treebanks') for stochastic grammar induction.</S><S sid=""31"" ssid=""21"">Due to the substantial differences between existing models of constituent structure, the question arises of how the theory independencf requirement, can be satisfied.</S><S sid=""159"" ssid=""1"">As the annotation scheme described in this paper focusses on annotating argument structure rather than constituent trees, it differs from existing treebanks in several aspects.</S><S sid=""173"" ssid=""1"">This work is part of the DFG Sonderforschungsbereich 378 Rcsource-Adaptim Cogniiivc Proccsses, We wish to thank Tania Avgustinova, Berthold Crysmann, Lars Konieczny, Stephan Oepen, Karel Oliva., Christian Weil3 and two anonymous reviewers for their helpful comments on the content of this paper.</S>",'Method_Citation'
11,A97-1014,P03-1013,0,"Skut et al, 1997",0,"The annotation scheme (Skut et al, 1997) is modeled to a certain extent on that of the Penn Treebank (Marcuset al, 1993), with crucial differences","The annotation scheme (Skut et al, 1997) is modeled to a certain extent on that of the Penn Treebank (Marcuset al, 1993), with crucial differences","'30','31','99','159'","<S sid=""30"" ssid=""20"">Thus the context-free constituent backbone plays a pivotal role in the annotation scheme.</S><S sid=""31"" ssid=""21"">Due to the substantial differences between existing models of constituent structure, the question arises of how the theory independencf requirement, can be satisfied.</S><S sid=""99"" ssid=""12"">Because of the intended theory-independence of the scheme, we annotate only the common minimum.</S><S sid=""159"" ssid=""1"">As the annotation scheme described in this paper focusses on annotating argument structure rather than constituent trees, it differs from existing treebanks in several aspects.</S>",'Method_Citation'
13,A97-1014,W04-1505,0,"Skut et al, 1997",0,"German is con sider ably more in ectional which means that discarding functional information is more harmful, and which explains why the NEGRA an notation has been conceived to be quite at (Skut et al, 1997)","German is considerably more in ectional which means that discarding functional information is more harmful, and which explains why the NEGRA annotation has been conceived to be quite at (Skut et al, 1997)","'6','10','127','169'","<S sid=""6"" ssid=""3"">In section 2, we examine the appropriateness of existing annotation schemes.</S><S sid=""10"" ssid=""7"">For a description of the annotation tool see section 5.</S><S sid=""127"" ssid=""8"">As the need for certain functionalities becomes obvious with growing annotation experience, we have decided to implement the tool in two stages.</S><S sid=""169"" ssid=""11"">Since the combinatorics of syntactic constructions creates a. demand for very large corpora., efficiency of annotation is an important. criterion for the success of the developed methodology and tools.</S>",'Method_Citation'
14,A97-1014,C04-1074,0,"Skut et al, 1997",0,"The factors used in the algorithms and the algorithms themselves are evaluated on a Germancorpus annotated with syntactic and co reference in formation (Negra) (Skut et al, 1997)","The factors used in the algorithms and the algorithms themselves are evaluated on a German corpus annotated with syntactic and co reference in formation (Negra) (Skut et al, 1997)","'81','144','151','168'","<S sid=""81"" ssid=""26"">During the second annotation stage, the annotation is enriched with information about thematic roles, quantifier scope and anaphoric reference.</S><S sid=""144"" ssid=""25"">We distinguish five degrees of automation: So far, about 1100 sentences of our corpus have been annotated.</S><S sid=""151"" ssid=""32"">For evaluation, the already annotated sentences were divided into two disjoint sets, one for training (90% of the corpus), the other one for testing (10%).</S><S sid=""168"" ssid=""10"">We will closely coordinate the further development of our corpus with the annotation work in Verbmobil and with other German efforts in corpus annotation.</S>",'Method_Citation'
16,A97-1014,P11-2067,0,"Skut et al, 1997",0,"CKK uses the Dubey and Keller (2003) parser, which is trained on the Negra corpus (Skut et al, 1997)","CKK uses the Dubey and Keller (2003) parser, which is trained on the Negra corpus (Skut et al, 1997)","'72','137','151','168'","<S sid=""72"" ssid=""17"">In order to avoid inconsistencies, the corpus is annotated in two stages: basic annotation and nfirtellte714.</S><S sid=""137"" ssid=""18"">The following commands are available: The three tagsets used by the annotation tool (for words, phrases, and edges) are variable and are stored together with the corpus.</S><S sid=""151"" ssid=""32"">For evaluation, the already annotated sentences were divided into two disjoint sets, one for training (90% of the corpus), the other one for testing (10%).</S><S sid=""168"" ssid=""10"">We will closely coordinate the further development of our corpus with the annotation work in Verbmobil and with other German efforts in corpus annotation.</S>",'Method_Citation'
17,A97-1014,W08-1007,0,"Skut et al, 1997",0,"Earlier studies by Dubey and Keller (2003) and Dubey (2005) using the Negratreebank (Skut et al, 1997) reports that lexicaliza tion of PCFGs decrease the parsing accuracy when parsing Negra? s flat constituent structures","Earlier studies by Dubey and Keller (2003) and Dubey (2005) using the Negra treebank (Skut et al, 1997) reports that lexicalization of PCFGs decrease the parsing accuracy when parsing Negra's flat constituent structures","'38','65','102','159'","<S sid=""38"" ssid=""28"">Due to the frequency of discontinuous constituents in non-configurational languages, the filler-trace mechanism would be used very often, yielding syntactic trees fairly different from the underlying predicate-argument structures.</S><S sid=""65"" ssid=""10"">The tree resembles traditional constituent structures.</S><S sid=""102"" ssid=""15"">The difference between the particular NK's lies in the positional and part-of-speech information, which is also sufficient to recover theory-specific structures from our `underspecified' representations.</S><S sid=""159"" ssid=""1"">As the annotation scheme described in this paper focusses on annotating argument structure rather than constituent trees, it differs from existing treebanks in several aspects.</S>",'Method_Citation'
19,A97-1014,D07-1066,0,"Skut et al, 1997",0,"A comparison of unlexicalised PCFG parsing (Ku ?bler, 2005) trained and evaluated on the German NEGRA (Skut et al, 1997) and the Tu? Ba D/Z (Telljohann et al, 2004) tree banks using LoPar (Schmid, 2000) shows a difference in parsing results of about 16%, using the PARSEVAL metric (Black et al, 1991)","A comparison of unlexicalised PCFG parsing (Kubler, 2005) trained and evaluated on the German NEGRA (Skut et al, 1997) and the Tu? Ba D/Z (Telljohann et al, 2004) tree banks using LoPar (Schmid, 2000) shows a difference in parsing results of about 16%, using the PARSEVAL metric (Black et al, 1991)",'160',"<S sid=""160"" ssid=""2"">These differences can be illustrated by a comparison with the Penn Treebank annotation scheme.</S>",'Method_Citation'
