Citance Number,Citation Marker,Citation Marker Offset,Citation Offset,Citation Text,Citation Text Clean,Citing Article,Discourse Facet,Reference Article,Reference Offset,Reference Text
1.0,"Koehn and Monz, 2006",0,0,"The official results were slightly better because a lowercase evaluation was used, see (Koehn and Monz, 2006)","The official results were slightly better because a lowercase evaluation was used, see (Koehn and Monz, 2006)",W06-3120,"Method_Citation,Hypothesis_Citation,Results_Citation,Implication_Citation",W06-3114,"'175','170'","<S sid=""175"" ssid=""6"">Replacing this with an ranked evaluation seems to be more suitable.</S><S sid=""170"" ssid=""1"">We carried out an extensive manual and automatic evaluation of machine translation performance on European language pairs.</S>"
2.0,"Koehn and Monz, 2006",0,0,"We are further focusing on the shared task of the workshop on Statistical Machine Translation, which took place last year (Koehn and Monz, 2006) and consisted in translating Spanish, German, and French texts from and to English","We are further focusing on the shared task of the workshop on Statistical Machine Translation, which took place last year (Koehn and Monz, 2006) and consisted in translating Spanish, German, and French texts from and to English",D07-1092,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'26','0'","<S sid=""26"" ssid=""19"">Most of these groups follow a phrase-based statistical approach to machine translation.</S><S sid=""0"" ssid=""0"">Manual and Automatic Evaluation of Machine Translation between European Languages</S>"
3.0,"Koehn and Monz, 2006",0,0,"For our training and test data we used the English-French subset of the Europarl corpus provided for the shared task (Koehn and Monz, 2006) at the Statistical Machine Translation workshop held in conjunction with the 2006 HLT-NAACL conference","For our training and test data we used the English-French subset of the Europarl corpus provided for the shared task (Koehn and Monz, 2006) at the Statistical Machine Translation workshop held in conjunction with the 2006 HLT-NAACL conference",C08-1074,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'9','170'","<S sid=""9"" ssid=""2"">Training and testing is based on the Europarl corpus.</S><S sid=""170"" ssid=""1"">We carried out an extensive manual and automatic evaluation of machine translation performance on European language pairs.</S>"
4.0,"Koehn and Monz, 2006",0,0,"The results of last year? s workshop further suggested that Bleu systematically underestimated the quality of rule-based machine translation systems (Koehn and Monz, 2006)","The results of last year's workshop further suggested that Bleu systematically underestimated the quality of rule-based machine translation systems (Koehn and Monz, 2006)",W07-0718,"Method_Citation,Hypothesis_Citation,Results_Citation,Implication_Citation",W06-3114,"'36','62'","<S sid=""36"" ssid=""2"">The BLEU metric, as all currently proposed automatic metrics, is occasionally suspected to be biased towards statistical systems, especially the phrase-based systems currently in use.</S><S sid=""62"" ssid=""1"">While automatic measures are an invaluable tool for the day-to-day development of machine translation systems, they are only a imperfect substitute for human assessment of translation quality, or as the acronym BLEU puts it, a bilingual evaluation understudy.</S>"
5.0,"Koehn and Monz, 2006",0,0,"For the bi text-based annotation, we use publicly available word alignments from the Europarl corpus, automatically generated by GIZA++ for FrenchEnglish (Fr), Spanish-English (Es) and GermanEnglish (De) (Koehn and Monz, 2006)","For the bi text-based annotation, we use publicly available word alignments from the Europarl corpus, automatically generated by GIZA++ for FrenchEnglish (Fr), Spanish-English (Es) and German-English (De) (Koehn and Monz, 2006)",P07-1083,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'9','170'","<S sid=""9"" ssid=""2"">Training and testing is based on the Europarl corpus.</S><S sid=""170"" ssid=""1"">We carried out an extensive manual and automatic evaluation of machine translation performance on European language pairs.</S>"
6.0,2006,0,0,"Evaluation results recently reported by Callison-Burch et al (2006) and Koehn and Monz (2006), revealed that, in certain cases, the BLEU metric may not be a reliable MTquality indicator","Evaluation results recently reported by Callison-Burch et al (2006) and Koehn and Monz (2006), revealed that, in certain cases, the BLEU metric may not be a reliable MTquality indicator",W07-0738,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'35','36'","<S sid=""35"" ssid=""1"">For the automatic evaluation, we used BLEU, since it is the most established metric in the field.</S><S sid=""36"" ssid=""2"">The BLEU metric, as all currently proposed automatic metrics, is occasionally suspected to be biased towards statistical systems, especially the phrase-based systems currently in use.</S>"
7.0,2006,0,0,"For instance, Callison-Burch et al (2006) and Koehn and Monz (2006) reported and analyzed several cases of strong disagreement between system rankings provided by human assessors and those produced by the BLEU metric (Papineni et al, 2001)","For instance, Callison-Burch et al (2006) and Koehn and Monz (2006) reported and analyzed several cases of strong disagreement between system rankings provided by human assessors and those produced by the BLEU metric (Papineni et al, 2001)",W07-0738,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'35','36'","<S sid=""35"" ssid=""1"">For the automatic evaluation, we used BLEU, since it is the most established metric in the field.</S><S sid=""36"" ssid=""2"">The BLEU metric, as all currently proposed automatic metrics, is occasionally suspected to be biased towards statistical systems, especially the phrase-based systems currently in use.</S>"
8.0,2006,0,0,Wepresenta comparative study on the behavior of several metric representatives from each linguistic level in the context of some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006) (see Section 3),We present a comparative study on the behavior of several metric representatives from each linguistic level in the context of some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006) (see Section 3),W07-0738,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,'35',"<S sid=""35"" ssid=""1"">For the automatic evaluation, we used BLEU, since it is the most established metric in the field.</S>"
9.0,2006,0,0,Weanalyze some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006),We analyze some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006),W07-0738,"Method_Citation,Hypothesis_Citation,Results_Citation,Implication_Citation",W06-3114,'140',"<S sid=""140"" ssid=""33"">We confirm the finding by Callison-Burch et al. (2006) that the rule-based system of Systran is not adequately appreciated by BLEU.</S>"
10.0,"Koehn and Monz, 2006",0,0,"We use the same method described in (Koehn and Monz, 2006) to perform the significance test","We use the same method described in (Koehn and Monz, 2006) to perform the significance test",D07-1030,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'102','52'","<S sid=""102"" ssid=""18"">Confidence Interval: To estimate confidence intervals for the average mean scores for the systems, we use standard significance testing.</S><S sid=""52"" ssid=""18"">Pairwise comparison: We can use the same method to assess the statistical significance of one system outperforming another.</S>"
