Citance Number,Citation Marker,Citation Marker Offset,Citation Offset,Citation Text,Citing Article,Discourse Facet,Reference Article,Reference Offset,Reference Text,Reference Text Clean,fileName
1,"Miller et al., 2000",0,0,"Section 5 compares our approach tooth ers in the literature, in particular that of (Miller et al., 2000)",W01-0510,Results_Citation,A00-2030,'70',"<S sid=""70"" ssid=""11"">Post-modifier constituents for the PER/NP.</S>","<S sid=""70"" ssid=""11"">Post-modifier constituents for the PER/NP.</S>",A00-2030.csv
2,"Miller et al, 2000",0,0,"The basic approach we described is very similar to the one presented in (Miller et al, 2000) however there are a few major di erences:  in our approach the augmentation of the syn tactic tags with semantic tags is straightforward due to the fact that the semantic constituents are matched exactly 5. The approach in (Miller",W01-0510,Results_Citation,A00-2030,'60',"<S sid=""60"" ssid=""1"">In our statistical model, trees are generated according to a process similar to that described in (Collins 1996, 1997).</S>","<S sid=""60"" ssid=""1"">In our statistical model, trees are generated according to a process similar to that described in (Collins 1996, 1997).</S>",A00-2030.csv
3,"Miller et al, 2000",0,0,"The semantic annotation required by our task is much simpler than that employed by (Miller et al, 2000)",W01-0510,Aim_Citation,A00-2030,'98',"<S sid=""98"" ssid=""3"">In both Template Entity (TE) and Template Relation (TR), our system finished in second place among all entrants.</S>","<S sid=""98"" ssid=""3"">In both Template Entity (TE) and Template Relation (TR), our system finished in second place among all entrants.</S>",A00-2030.csv
4,"Miller et al, 2000",0,0,"One possibly bene cial extension of our work suggested by (Miller et al, 2000) would be to add semantic tags describing relations between entities (slots), in which case the semantic constraints would not be structured strictly on the two levels used in the current approach, respectively frame and slot level",W01-0510,Method_Citation,A00-2030,'31',"<S sid=""31"" ssid=""14"">If the single generalized model could then be extended to semantic analysis, all necessary sentence level processing would be contained in that model.</S>","<S sid=""31"" ssid=""14"">If the single generalized model could then be extended to semantic analysis, all necessary sentence level processing would be contained in that model.</S>",A00-2030.csv
5,"Miller et al, 2000",0,0,"Similar to the approach in (Miller et al, 2000 )weinitialized the SLM statistics from the UPenn Tree bank parse trees (about 1Mwds of training data) at the rst training stage, see Section 3",W01-0510,Implication_Citation,A00-2030,'83',"<S sid=""83"" ssid=""2"">More precisely, it must find the most likely augmented parse tree.</S>","<S sid=""83"" ssid=""2"">More precisely, it must find the most likely augmented parse tree.</S>",A00-2030.csv
6,"Miller et al, 2000",0,0,"Rule-based methods (Miller et al, 2000) employ a number of linguistic rules to capture relation patterns",P14-1078,Method_Citation,A00-2030,'45',"<S sid=""45"" ssid=""5"">The retrieved articles would then be annotated with augmented tree structures to serve as a training corpus.</S>","<S sid=""45"" ssid=""5"">The retrieved articles would then be annotated with augmented tree structures to serve as a training corpus.</S>",A00-2030.csv
7,2000,0,0,"One interesting system that does not belong to the above class is that of Miller et al (2000), who take the view that relation extraction is just a form of probabilistic parsing where parse trees are augmented to identify all relations",P05-1061,Results_Citation,A00-2030,'34',"<S sid=""34"" ssid=""2"">In these trees, the standard TREEBANK structures are augmented to convey semantic information, that is, entities and relations.</S>","<S sid=""34"" ssid=""2"">In these trees, the standard TREEBANK structures are augmented to convey semantic information, that is, entities and relations.</S>",A00-2030.csv
8,2000,0,0,"Miller et al (2000) augmented syntactic full parse trees with semantic information corresponding to entities and relations, and built generative models for the augmented trees",P05-1053,Results_Citation,A00-2030,'46',"<S sid=""46"" ssid=""6"">Initially, we tried to annotate the training corpus by hand marking, for each sentence, the entire augmented tree.</S>","<S sid=""46"" ssid=""6"">Initially, we tried to annotate the training corpus by hand marking, for each sentence, the entire augmented tree.</S>",A00-2030.csv
9,2000,0,0,"Complicated relation extraction tasks may also impose a big challenge to the modeling approach used by Miller et al (2000) which integrates various tasks such as part-of-speech tagging, named entity recognition, template element extraction and relation extraction, in a single model",P05-1053,Method_Citation,A00-2030,'31',"<S sid=""31"" ssid=""14"">If the single generalized model could then be extended to semantic analysis, all necessary sentence level processing would be contained in that model.</S>","<S sid=""31"" ssid=""14"">If the single generalized model could then be extended to semantic analysis, all necessary sentence level processing would be contained in that model.</S>",A00-2030.csv
10,2000,0,0,"(Miller et al, 2000) have combined entity recognition, parsing, and relation extraction into a jointly-trained single statistical parsing model that achieves improved performance on all the subtasks. Part of the contribution of the current work is to suggest that joint decoding can be effective even when joint training is not possible because jointly-labeled data is unavailable",H05-1094,Method_Citation,A00-2030,'73',"<S sid=""73"" ssid=""14"">We now briefly summarize the probability structure of the model.</S>","<S sid=""73"" ssid=""14"">We now briefly summarize the probability structure of the model.</S>",A00-2030.csv
11,2000,0,0,Miller et al (2000) propose an integrated statistical parsing technique that augments parse trees with semantic labels denoting entity and relation types,P04-1054,Method_Citation,A00-2030,'51',"<S sid=""51"" ssid=""11"">To produce a corpus of augmented parse trees, we used the following multi-step training procedure which exploited the Penn TREEBANK Applying this procedure yielded a new version of the semantically annotated corpus, now annotated with complete augmented trees like that in Figure 3.</S>","<S sid=""51"" ssid=""11"">To produce a corpus of augmented parse trees, we used the following multi-step training procedure which exploited the Penn TREEBANK Applying this procedure yielded a new version of the semantically annotated corpus, now annotated with complete augmented trees like that in Figure 3.</S>",A00-2030.csv
