System_Name,Filename,Precision_Task_1a,Recall_Task_1a,F1_Score_Task_1a,Precision_Task_1b,Recall_Task_1b,F1_Score_Task_1b
System10$run1_one_line,P05-1004,0.0,0.0,NA,NA,0.0,NA
System10$run1_one_line,P98-2143,0.009146341463414634,0.03333333333333333,0.014354066985645933,0.42857142857142855,0.047619047619047616,0.08571428571428572
System10$run1_one_line,C00-2123,0.00684931506849315,0.041666666666666664,0.011764705882352941,1.0,0.045454545454545456,0.08695652173913045
System10$run1_one_line,N06-2049,0.05555555555555555,0.24242424242424243,0.09039548022598869,0.8,0.34782608695652173,0.48484848484848486
System10$run1_one_line,C04-1089,0.005434782608695652,0.05263157894736842,0.009852216748768475,1.0,0.04,0.07692307692307693
System10$run1_one_line,P05-1053,0.025936599423631124,0.10588235294117647,0.041666666666666664,0.46153846153846156,0.08571428571428572,0.14457831325301204
System10$run1_one_line,W03-0410,0.014925373134328358,0.13793103448275862,0.026936026936026935,0.75,0.12,0.20689655172413793
System10$run1_one_line,J96-3004,0.012037037037037037,0.12149532710280374,0.021903959561920813,0.8333333333333334,0.14492753623188406,0.2469135802469136
System10$run1_one_line,I05-5011,0.0,0.0,NA,0.0,0.0,NA
System10$run1_one_line,P98-1046,0.009411764705882352,0.15384615384615385,0.017738359201773836,0.07692307692307693,0.041666666666666664,0.05405405405405406
System10$run2_one_line,P05-1004,0.0,0.0,NA,NA,0.0,NA
System10$run2_one_line,P98-2143,0.0,0.0,NA,0.0,0.0,NA
System10$run2_one_line,C00-2123,0.0,0.0,NA,NA,0.0,NA
System10$run2_one_line,N06-2049,0.043478260869565216,0.09090909090909091,0.0588235294117647,0.6,0.13043478260869565,0.21428571428571427
System10$run2_one_line,C04-1089,0.0,0.0,NA,NA,0.0,NA
System10$run2_one_line,P05-1053,0.04020100502512563,0.09411764705882353,0.05633802816901408,0.4166666666666667,0.07142857142857142,0.1219512195121951
System10$run2_one_line,W03-0410,0.007518796992481203,0.034482758620689655,0.012345679012345678,1.0,0.04,0.07692307692307693
System10$run2_one_line,J96-3004,0.012682926829268294,0.12149532710280374,0.02296819787985866,0.8333333333333334,0.14492753623188406,0.2469135802469136
System10$run2_one_line,I05-5011,0.0,0.0,NA,0.0,0.0,NA
System10$run2_one_line,P98-1046,0.010676156583629894,0.11538461538461539,0.01954397394136808,0.0,0.0,NA
System12$Default,P05-1004,0.047619047619047616,0.14285714285714285,0.07142857142857142,0.0,0.0,NA
System12$Default,P98-2143,0.022598870056497175,0.044444444444444446,0.0299625468164794,0.14285714285714285,0.015873015873015872,0.028571428571428567
System12$Default,C00-2123,0.016666666666666666,0.041666666666666664,0.023809523809523805,0.0,0.0,NA
System12$Default,N06-2049,0.0,0.0,NA,0.0,0.0,NA
System12$Default,C04-1089,0.0196078431372549,0.05263157894736842,0.02857142857142857,1.0,0.04,0.07692307692307693
System12$Default,P05-1053,0.0,0.0,NA,0.0,0.0,NA
System12$Default,W03-0410,0.0,0.0,NA,NA,0.0,NA
System12$Default,J96-3004,0.00966183574879227,0.018691588785046728,0.012738853503184714,0.0,0.0,NA
System12$Default,I05-5011,0.028985507246376812,0.07142857142857142,0.04123711340206185,0.0,0.0,NA
System12$Default,P98-1046,0.0,0.0,NA,0.0,0.0,NA
System13$Default,P05-1004,0.0,0.0,NA,NA,0.0,NA
System13$Default,P98-2143,0.1016949152542373,0.06666666666666667,0.08053691275167786,0.5555555555555556,0.07936507936507936,0.1388888888888889
System13$Default,C00-2123,0.05,0.041666666666666664,0.04545454545454545,1.0,0.045454545454545456,0.08695652173913045
System13$Default,N06-2049,0.045454545454545456,0.030303030303030304,0.03636363636363636,0.0,0.0,NA
System13$Default,C04-1089,0.0,0.0,NA,NA,0.0,NA
System13$Default,P05-1053,0.0,0.0,NA,0.0,0.0,NA
System13$Default,W03-0410,0.041666666666666664,0.034482758620689655,0.03773584905660377,1.0,0.04,0.07692307692307693
System13$Default,J96-3004,0.057971014492753624,0.037383177570093455,0.045454545454545456,0.6666666666666666,0.057971014492753624,0.10666666666666666
System13$Default,I05-5011,0.2,0.17857142857142858,0.1886792452830189,0.15384615384615385,0.1,0.12121212121212123
System13$Default,P98-1046,0.03225806451612903,0.038461538461538464,0.03508771929824561,0.0,0.0,NA
System15$tfidf+st+sl,P05-1004,0.19047619047619047,0.5714285714285714,0.2857142857142857,1.0,0.5714285714285714,0.7272727272727273
System15$tfidf+st+sl,P98-2143,0.10734463276836158,0.2111111111111111,0.14232209737827717,0.88,0.3492063492063492,0.5
System15$tfidf+st+sl,C00-2123,0.05,0.125,0.07142857142857144,1.0,0.18181818181818182,0.3076923076923077
System15$tfidf+st+sl,N06-2049,0.12121212121212122,0.24242424242424243,0.16161616161616163,0.8333333333333334,0.43478260869565216,0.5714285714285714
System15$tfidf+st+sl,C04-1089,0.058823529411764705,0.15789473684210525,0.08571428571428572,1.0,0.2,0.33333333333333337
System15$tfidf+st+sl,P05-1053,0.07042253521126761,0.17647058823529413,0.10067114093959732,0.0,0.0,NA
System15$tfidf+st+sl,W03-0410,0.09722222222222222,0.2413793103448276,0.1386138613861386,1.0,0.28,0.43750000000000006
System15$tfidf+st+sl,J96-3004,0.11594202898550725,0.22429906542056074,0.15286624203821655,0.9166666666666666,0.3188405797101449,0.47311827956989244
System15$tfidf+st+sl,I05-5011,0.10294117647058823,0.25,0.14583333333333334,0.4444444444444444,0.4,0.4210526315789474
System15$tfidf+st+sl,P98-1046,0.03225806451612903,0.11538461538461539,0.05042016806722689,0.3333333333333333,0.16666666666666666,0.2222222222222222
System15$Tkern1-1,P05-1004,0.0,0.0,NA,NA,0.0,NA
System15$Tkern1-1,P98-2143,0.03954802259887006,0.07777777777777778,0.052434456928838954,0.7692307692307693,0.15873015873015872,0.2631578947368421
System15$Tkern1-1,C00-2123,0.0,0.0,NA,NA,0.0,NA
System15$Tkern1-1,N06-2049,0.030303030303030304,0.06060606060606061,0.04040404040404041,0.5,0.08695652173913043,0.14814814814814817
System15$Tkern1-1,C04-1089,0.0,0.0,NA,NA,0.0,NA
System15$Tkern1-1,P05-1053,0.0,0.0,NA,0.0,0.0,NA
System15$Tkern1-1,W03-0410,0.027777777777777776,0.06896551724137931,0.039603960396039604,1.0,0.12,0.21428571428571425
System15$Tkern1-1,J96-3004,0.0,0.0,NA,0.0,0.0,NA
System15$Tkern1-1,I05-5011,0.0,0.0,NA,0.0,0.0,NA
System15$Tkern1-1,P98-1046,0.010752688172043012,0.038461538461538464,0.01680672268907563,0.1111111111111111,0.041666666666666664,0.06060606060606061
