Citance Number,Citation Marker,Citation Marker Offset,Citation Offset,Citation Text,Citation Text Clean,Citing Article,Discourse Facet,Reference Article,Reference Offset,Reference Text
1.0,"Koehn and Monz, 2006",0,0,"The official results were slightly better because a lowercase evaluation was used, see (Koehn and Monz, 2006)","The official results were slightly better because a lowercase evaluation was used, see (Koehn and Monz, 2006)",W06-3120,"Method_Citation,Hypothesis_Citation,Results_Citation,Implication_Citation",W06-3114,"'153','47'","<S sid=""153"" ssid=""46"">This is the first time that we organized a large-scale manual evaluation.</S><S sid=""47"" ssid=""13"">Because of this, we retokenized and lowercased submitted output with our own tokenizer, which was also used to prepare the training and test data.</S>"
2.0,"Koehn and Monz, 2006",0,0,"We are further focusing on the shared task of the workshop on Statistical Machine Translation, which took place last year (Koehn and Monz, 2006) and consisted in translating Spanish, German, and French texts from and to English","We are further focusing on the shared task of the workshop on Statistical Machine Translation, which took place last year (Koehn and Monz, 2006) and consisted in translating Spanish, German, and French texts from and to English",D07-1092,"Hypothesis_Citation,Results_Citation,Implication_Citation",W06-3114,"'0','5'","<S sid=""0"" ssid=""0"">Manual and Automatic Evaluation of Machine Translation between European Languages</S><S sid=""5"" ssid=""3"">• We evaluated translation from English, in addition to into English.</S>"
3.0,"Koehn and Monz, 2006",0,0,"For our training and test data we used the English-French subset of the Europarl corpus provided for the shared task (Koehn and Monz, 2006) at the Statistical Machine Translation workshop held in conjunction with the 2006 HLT-NAACL conference","For our training and test data we used the English-French subset of the Europarl corpus provided for the shared task (Koehn and Monz, 2006) at the Statistical Machine Translation workshop held in conjunction with the 2006 HLT-NAACL conference",C08-1074,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'9','170'","<S sid=""9"" ssid=""2"">Training and testing is based on the Europarl corpus.</S><S sid=""170"" ssid=""1"">We carried out an extensive manual and automatic evaluation of machine translation performance on European language pairs.</S>"
4.0,"Koehn and Monz, 2006",0,0,"The results of last year? s workshop further suggested that Bleu systematically underestimated the quality of rule-based machine translation systems (Koehn and Monz, 2006)","The results of last year's workshop further suggested that Bleu systematically underestimated the quality of rule-based machine translation systems (Koehn and Monz, 2006)",W07-0718,"Results_Citation,Hypothesis_Citation,Implication_Citation,Method_Citation,Aim_Citation",W06-3114,"'170','90'","<S sid=""170"" ssid=""1"">We carried out an extensive manual and automatic evaluation of machine translation performance on European language pairs.</S><S sid=""90"" ssid=""6"">Another way to view the judgements is that they are less quality judgements of machine translation systems per se, but rankings of machine translation systems.</S>"
5.0,"Koehn and Monz, 2006",0,0,"For the bi text-based annotation, we use publicly available word alignments from the Europarl corpus, automatically generated by GIZA++ for FrenchEnglish (Fr), Spanish-English (Es) and GermanEnglish (De) (Koehn and Monz, 2006)","For the bi text-based annotation, we use publicly available word alignments from the Europarl corpus, automatically generated by GIZA++ for FrenchEnglish (Fr), Spanish-English (Es) and German-English (De) (Koehn and Monz, 2006)",P07-1083,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'9','0'","<S sid=""9"" ssid=""2"">Training and testing is based on the Europarl corpus.</S><S sid=""0"" ssid=""0"">Manual and Automatic Evaluation of Machine Translation between European Languages</S>"
6.0,2006,0,0,"Evaluation results recently reported by Callison-Burch et al (2006) and Koehn and Monz (2006), revealed that, in certain cases, the BLEU metric may not be a reliable MTquality indicator","Evaluation results recently reported by Callison-Burch et al (2006) and Koehn and Monz (2006), revealed that, in certain cases, the BLEU metric may not be a reliable MTquality indicator",W07-0738,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'35','139'","<S sid=""35"" ssid=""1"">For the automatic evaluation, we used BLEU, since it is the most established metric in the field.</S><S sid=""139"" ssid=""32"">Given the closeness of most systems and the wide over-lapping confidence intervals it is hard to make strong statements about the correlation between human judgements and automatic scoring methods such as BLEU.</S>"
7.0,2006,0,0,"For instance, Callison-Burch et al (2006) and Koehn and Monz (2006) reported and analyzed several cases of strong disagreement between system rankings provided by human assessors and those produced by the BLEU metric (Papineni et al, 2001)","For instance, Callison-Burch et al (2006) and Koehn and Monz (2006) reported and analyzed several cases of strong disagreement between system rankings provided by human assessors and those produced by the BLEU metric (Papineni et al, 2001)",W07-0738,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'35','139'","<S sid=""35"" ssid=""1"">For the automatic evaluation, we used BLEU, since it is the most established metric in the field.</S><S sid=""139"" ssid=""32"">Given the closeness of most systems and the wide over-lapping confidence intervals it is hard to make strong statements about the correlation between human judgements and automatic scoring methods such as BLEU.</S>"
8.0,2006,0,0,Wepresenta comparative study on the behavior of several metric representatives from each linguistic level in the context of some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006) (see Section 3),We present a comparative study on the behavior of several metric representatives from each linguistic level in the context of some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006) (see Section 3),W07-0738,"Hypothesis_Citation,Results_Citation,Implication_Citation",W06-3114,'0',"<S sid=""0"" ssid=""0"">Manual and Automatic Evaluation of Machine Translation between European Languages</S>"
9.0,2006,0,0,Weanalyze some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006),We analyze some of the cases reported by Koehn and Monz (2006) and Callison-Burch et al (2006),W07-0738,"Hypothesis_Citation,Implication_Citation",W06-3114,'147',"<S sid=""147"" ssid=""40"">So, who won the competition?</S>"
10.0,"Koehn and Monz, 2006",0,0,"We use the same method described in (Koehn and Monz, 2006) to perform the significance test","We use the same method described in (Koehn and Monz, 2006) to perform the significance test",D07-1030,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'48','52'","<S sid=""48"" ssid=""14"">Confidence Interval: Since BLEU scores are not computed on the sentence level, traditional methods to compute statistical significance and confidence intervals do not apply.</S><S sid=""52"" ssid=""18"">Pairwise comparison: We can use the same method to assess the statistical significance of one system outperforming another.</S>"
11.0,"Koehn and Monz, 2016",0,0,"We also manually evaluated the RBMT systems and SMT systems in terms of both adequacy and fluency as defined in (Koehn and Monz, 2006)","We also manually evaluated the RBMT systems and SMT systems in terms of both adequacy and fluency as defined in (Koehn and Monz, 2006)",D07-1030,"Hypothesis_Citation,Results_Citation,Implication_Citation",W06-3114,"'0','170'","<S sid=""0"" ssid=""0"">Manual and Automatic Evaluation of Machine Translation between European Languages</S><S sid=""170"" ssid=""1"">We carried out an extensive manual and automatic evaluation of machine translation performance on European language pairs.</S>"
12.0,"Koehn and Monz, 2017",0,0,"The baseline is the PSMT system used for the 2006 NAACL SMT workshop (Koehn and Monz, 2006) with phrase length 3 and a trigram language model (Stolcke, 2002)","The baseline is the PSMT system used for the 2006 NAACL SMT workshop (Koehn and Monz, 2006) with phrase length 3 and a trigram language model (Stolcke, 2002)",W08-0406,"Method_Citation,Hypothesis_Citation,Implication_Citation",W06-3114,"'11','9'","<S sid=""11"" ssid=""4"">To lower the barrier of entrance to the competition, we provided a complete baseline MT system, along with data resources.</S><S sid=""9"" ssid=""2"">Training and testing is based on the Europarl corpus.</S>"
